"12f2 -- 4. Size and stage in life of households, 2010-2024"

"Postal code area","2020 One-person households (TE)","2021 One-person households (TE)","2022 One-person households (TE)","2023 One-person households (TE)","2024 One-person households (TE)"
"62860  Sahi (Vimpeli)",27,24,28,28,27
"62870  Vinni (Vimpeli)",...,...,...,...,...
"62880  Sääksvesi-Vinni (Vimpeli)",50,51,51,49,43
"62900  Alajärvi Keskus (Alajärvi)",806,795,789,793,789
"62920  Levijoki (Alajärvi)",12,11,10,11,13
"62940  Hoisko (Alajärvi)",54,51,56,53,51
"62950  Paalijärvi (Alajärvi)",60,58,61,57,55
"62990  Möksy (Alajärvi)",18,19,18,18,15
"63100  Kuortane Keskus (Kuortane)",378,395,386,363,369
"63120  Leppälänkylä (Kuortane)",48,45,44,46,44
"63130  Mäyry (Kuortane)",80,83,82,79,80
"63150  Ruona (Kuortane)",64,66,63,64,62
"63160  Salmi (Kuortane)",15,18,23,22,21
"63210  Niinimaa (Alavus)",6,6,6,9,7
"63230  Lentilä (Kuortane)",38,39,43,37,41
"63250  Rantala (Kuortane)",10,13,13,12,12
"63300  Alavus Keskus (Alavus)",1052,1089,1097,1102,1091
"63320  Kattelus (Alavus)",...,...,...,...,...
"63330  Pahajoki (Alavus)",16,20,27,26,20
"63340  Sapsalampi (Alavus)",31,31,29,29,29
"63350  Sulkavankylä (Alavus)",16,21,22,22,19
"63355  Seinäjärvi (Alavus)",16,13,13,12,10
"63360  Kuivaskylä (Alavus)",30,33,33,39,38
"63370  Taipalus (Alavus)",48,51,48,47,53
"63400  Alavus Asemanseutu (Alavus)",242,225,224,217,224
"63410  Rantatöysä (Alavus)",82,80,81,81,72
"63430  Kätkänjoki (Alavus)",24,26,27,28,24
"63450  Löyä (Kuortane)",...,...,...,...,...
"63500  Lehtimäki Keskus (Alajärvi)",208,211,216,209,214
"63510  Lehtimäki Kirkonkylä (Alajärvi)",40,43,42,42,38
"63530  Länsikylä (Alajärvi)",20,19,17,17,15
"63540  Hernesmaa (Alajärvi)",35,35,33,32,33
"63600  Töysä Keskus (Alavus)",268,278,276,280,271
"63610  Tuuri (Alavus)",180,186,186,190,190
"63640  Ritola (Alavus)",48,45,45,39,45
"63660  Ähtärinranta (Ähtäri)",23,21,19,18,19
"63680  Hakojärvi (Alavus)",29,37,35,34,37
"63700  Ähtäri Keskus (Ähtäri)",974,975,996,988,988
"63770  Peränne (Ähtäri)",26,25,26,28,28
"63780  Alastaipale (Ähtäri)",28,29,27,33,32
"63800  Soini Keskus (Soini)",322,304,307,300,303
"63830  Keisala (Soini)",...,...,...,...,...
"63880  Kukonkylä (Soini)",36,33,30,30,30
"63890  Hautakylä (Soini)",10,12,14,13,16
"63900  Myllymäki-Vehunkylä (Ähtäri)",83,81,79,86,85
"63910  Inhan Tehtaat (Ähtäri)",27,25,27,27,25
"63920  Inha (Ähtäri)",45,47,46,44,41
"63950  Vehunkylä (Ähtäri)",...,...,...,...,...
"64100  Kristiinankaupunki keskus (Kristinestad)",637,650,630,637,643
"64140  Tiukka (Kristinestad)",81,83,83,82,83
"64200  Närpiö Keskus (Närpes)",654,650,650,630,619
"64210  Kalax (Närpes)",54,56,50,51,51
"64220  Yttermark (Närpes)",120,113,123,115,117
"64230  Närpiön Asemanseutu (Närpes)",113,114,117,110,111
"64240  Böle (Närpes)",25,24,23,23,19
"64250  Pjelax (Närpes)",49,54,57,53,59
"64260  Kaskinen (Kaskinen)",319,315,307,303,304
"64300  Lapväärtti (Kristinestad)",317,309,310,318,312
"64320  Dagsmark (Kristinestad)",56,54,54,55,56
"64350  Karijoki Keskus (Karijoki)",256,254,261,260,259
"64370  Myrkky (Karijoki)",61,54,56,59,66
"64440  Metsälä-Kallträsk (Kristinestad)",23,28,26,29,27
"64450  Kallträsk (Kristinestad)",...,...,...,...,...
"64460  Härkmeri (Kristinestad)",51,50,55,54,46
"64480  Skaftung (Kristinestad)",50,48,48,46,40
"64490  Siipyy (Kristinestad)",46,45,47,47,44
"64510  Nämpnäs (Närpes)",49,49,44,46,45
"64530  Norrnäs (Närpes)",40,40,40,40,40
"64550  Rangsby (Närpes)",39,38,38,38,37
"64610  Övermark (Närpes)",170,175,170,171,181
"64700  Teuva Keskus (Teuva)",632,634,643,650,661
"64720  Perälä (Teuva)",102,103,99,100,103
"64740  Horo (Teuva)",39,40,36,35,35
"64760  Peltola (Teuva)",58,59,53,55,56
"64770  Äystö (Teuva)",76,80,79,79,78
"64810  Vanhakylä (Isojoki)",49,44,43,41,44
"64820  Kärjenkoski (Isojoki)",33,36,29,28,26
"64830  Villamo (Isojoki)",28,27,25,22,18
"64840  Heikkilänjoki (Isojoki)",...,...,...,...,...
"64850  Möykky (Isojoki)",24,23,22,28,23
"64900  Isojoki Keskus (Isojoki)",284,283,289,279,276
"64930  Kodesjärvi (Isojoki)",32,30,27,27,24
"65100  Vaasa Keskus (Vaasa)",8015,8226,8469,8506,8578
"65130  Hietalahti (Vaasa)",0,0,0,0,0
"65170  Vaskiluoto (Vaasa)",49,42,31,34,31
"65200  Palosaari (Vaasa)",2290,2376,2393,2431,2392
"65230  Vetokannas (Vaasa)",862,863,866,874,868
"65280  Gerby (Vaasa)",779,785,811,831,842
"65300  Asevelikylä (Vaasa)",425,446,463,460,475
"65320  Huutoniemi (Vaasa)",1174,1178,1221,1238,1270
"65350  Suvilahti (Vaasa)",989,1000,1006,1040,1037
"65370  Ristinummi (Vaasa)",1132,1123,1127,1193,1193
"65380  Vanha Vaasa (Vaasa)",583,588,605,602,630
"65410  Sundom (Vaasa)",232,234,246,234,225
"65450  Sulva (Korsholm)",201,210,214,225,226
"65460  Tölby-Rimal (Korsholm)",22,25,25,26,25
"65470  Rimal (Korsholm)",...,...,...,...,...
"65480  Vikby (Korsholm)",26,29,33,34,27
"65520  Helsingby (Korsholm)",165,164,172,176,176
"65610  Mustasaari Keskus (Korsholm)",922,951,963,983,1016
"65630  Karperö (Korsholm)",87,89,94,90,92
"65650  Koskö (Korsholm)",29,36,33,36,35
"65710  Singsby (Korsholm)",55,54,59,57,55
"65730  Jungsund (Korsholm)",51,51,51,58,57
"65760  Iskmo (Korsholm)",27,27,30,26,25
"65800  Raippaluoto (Korsholm)",89,85,90,90,87
"65870  Björköby (Korsholm)",57,53,52,49,52
"65920  Norra Vallgrund-Söderudden (Korsholm)",39,36,34,31,34
"65930  Södra Vallgrund (Korsholm)",40,43,46,44,50
"65970  Söderudden (Korsholm)",39,39,39,40,44
"66100  Maalahti (Malax)",335,358,369,362,357
"66140  Övermalax (Malax)",295,295,282,274,277
"66160  Långåminne (Malax)",34,34,34,33,40
"66200  Korsnäs Keskus (Korsnäs)",134,129,132,142,141
"66210  Moikipää (Korsnäs)",67,76,76,74,78
"66220  Bergö (Malax)",102,94,93,93,90
"66230  Korsbäck (Korsnäs)",11,13,11,11,15
"66240  Petolahti (Malax)",169,178,173,179,186
"66260  Svarvar (Malax)",18,18,17,18,14
"66270  Pirttikylä-Sorvari (Närpes)",138,139,143,126,129
"66280  Taklax (Korsnäs)",57,58,59,55,55
"66290  Harrström (Korsnäs)",44,43,42,40,44
"66295  Töjby (Närpes)",42,43,46,49,52
"66300  Jurva Keskus (Kurikka)",413,412,401,407,422
"66320  Niemenkylä (Kurikka)",51,53,52,51,45
"66330  Hakko (Kurikka)",50,51,52,47,47
"66340  Sarvijoki (Kurikka)",46,48,52,53,55
"66350  Tainus (Kurikka)",25,20,21,20,21
"66360  Kesti (Kurikka)",60,60,60,58,62
"66370  Närvijoki (Kurikka)",61,61,59,62,63
"66400  Laihia Keskus (Laihia)",1053,1062,1074,1087,1098
"66420  Ruto (Laihia)",33,40,40,42,40
"66430  Vedenoja (Vaasa)",18,19,22,29,22
"66440  Tervajoki (Isokyrö)",326,324,320,319,332
"66450  Jakkula (Laihia)",112,105,111,112,110
"66460  Haapala (Laihia)",38,38,37,40,39
"66470  Jukaja-Jokisalo (Laihia)",46,42,44,41,47
"66500  Vähäkyrö Keskus (Vaasa)",383,391,402,407,391
"66510  Merikaarto (Vaasa)",114,126,127,132,130
"66520  Veikkaala (Korsholm)",88,87,90,85,80
"66530  Koivulahti (Korsholm)",237,237,243,253,255
"66540  Petsmo (Korsholm)",78,76,76,74,73
"66550  Västerhankmo (Korsholm)",44,39,40,39,37
"66560  Österhankmo (Korsholm)",28,29,25,25,25
"66580  Kuni (Korsholm)",40,44,47,47,45
"66590  Vassor (Korsholm)",24,25,25,26,24
"66600  Vöyri Keskus (Vörå)",438,442,427,462,457
"66640  Maksamaa (Vörå)",136,141,141,139,150
"66660  Bertby (Vörå)",17,18,18,18,15
"66680  Kaurajärvi (Vörå)",10,9,11,13,14
"66710  Kaitsor (Vörå)",35,40,39,37,34
"66730  Oxkangar (Vörå)",...,...,...,...,...
"66800  Oravainen Keskus (Vörå)",181,177,175,186,181
"66810  Kimo (Vörå)",28,30,28,31,29
"66820  Komossa (Vörå)",28,24,27,30,28
"66830  Oravaisten Tehdas (Vörå)",72,71,72,74,74
"66840  Pensala (Nykarleby)",39,41,48,39,45
"66850  Jepua (Nykarleby)",126,120,132,127,116
"66900  Uusikaarlepyy Keskus (Nykarleby)",658,666,666,679,703
"66910  Soklot (Nykarleby)",42,42,41,43,40
"66930  Kovjoki (Nykarleby)",20,26,26,27,27
"66950  Munsala (Nykarleby)",97,104,108,108,104
"66970  Hirvlax (Nykarleby)",57,54,63,64,61
"66980  Monå (Nykarleby)",18,19,22,18,18
"66999  Kaukaluoto (Korsholm)",...,...,...,...,...
"67100  Kokkola Keskus (Kokkola)",3467,3518,3584,3667,3594
"67200  Kiviniitty-Tullimäki (Kokkola)",1299,1343,1319,1358,1351
"67300  Halkokari (Kokkola)",505,513,532,535,555
"67400  Rytimäki (Kokkola)",411,413,422,432,440
"67410  Vitsari (Kokkola)",72,76,74,78,78
"67500  Sokoja (Kokkola)",85,83,90,95,97
"67600  Linnusperä-Kaustari (Kokkola)",171,179,183,196,207
"67700  Kirkonmäki-Isokylä (Kokkola)",479,484,521,522,524
"67800  Koivuhaka (Kokkola)",860,876,862,869,883
"67900  Ykspihjala (Kokkola)",204,200,202,194,200
"68100  Himanka Keskus (Kalajoki)",395,389,376,375,372
"68150  Hillilä (Kalajoki)",31,33,28,32,34
"68210  Marinkainen (Kokkola)",113,113,112,109,113
"68220  Karhi (Kokkola)",10,11,9,9,9
"68230  Lohtaja Keskus (Kokkola)",150,154,156,161,161
"68240  Ala-Viirre (Kokkola)",42,42,46,50,53
"68300  Kälviä Keskus (Kokkola)",467,462,457,460,477
"68320  Ruotsalo (Kokkola)",63,59,65,63,63
"68370  Ullava Keskus (Kokkola)",44,44,47,42,43
"68380  Yli-Ullava (Kokkola)",44,46,45,38,40
"68390  Rahkonen (Kokkola)",8,7,7,9,12
"68410  Alaveteli (Kronoby)",160,163,157,167,169
"68500  Kruunupyy Keskus (Kronoby)",315,331,328,335,332
"68530  Lepplax (Pedersöre)",25,25,26,25,21
"68550  Öja (Kokkola)",80,77,79,80,79
"68555  Bosund (Larsmo)",61,59,58,66,59
"68560  Eugmo (Larsmo)",42,39,37,41,42
"68570  Luoto (Larsmo)",199,193,204,211,220
"68580  Furuholmen (Larsmo)",64,60,61,62,66
"68600  Pietarsaari Keskus (Jakobstad)",2280,2323,2354,2388,2371
"68620  Skutnäs-Västermalm (Jakobstad)",966,968,995,978,955
"68630  Kyrkostrand (Jakobstad)",226,233,247,254,270
"68660  Östermalm-Björnholmen (Jakobstad)",453,465,460,445,433
"68690  Sundby (Pedersöre)",31,32,30,28,31
"68700  Teerijärvi (Kronoby)",221,221,219,230,241
"68750  Småbönders (Kronoby)",26,26,27,28,30
"68800  Kolppi (Pedersöre)",83,85,87,87,94
"68810  Ytteresse (Pedersöre)",61,52,55,61,62
"68820  Ähtävä (Pedersöre)",133,133,133,141,143
"68830  Bäckby (Pedersöre)",12,11,12,11,13
"68840  Nederlappfors (Pedersöre)",39,44,43,37,38
"68870  Edsevö (Pedersöre)",73,81,77,76,81
"68910  Pännäinen (Pedersöre)",117,116,124,131,125
"68920  Forsby (Pedersöre)",50,51,55,50,58
"68930  Purmo (Pedersöre)",72,68,69,68,75
"68940  Lillby (Pedersöre)",56,56,60,62,68
"68970  Överpurmo (Pedersöre)",29,29,27,31,32
"68999  Rita (Kokkola)",5,6,9,9,12
"69100  Kannus Keskus (Kannus)",878,875,886,906,893
"69150  Eskola (Kannus)",72,73,75,71,73
"69170  Yli-Kannus (Kannus)",26,24,22,23,24
"69300  Toholampi Keskus (Toholampi)",344,369,364,371,370
"69310  Laitala (Toholampi)",32,31,31,33,33
"69330  Määttälä (Toholampi)",16,21,20,19,19
"69340  Purontaka (Toholampi)",14,14,13,12,12
"69410  Sykäräinen (Toholampi)",60,62,64,64,66
"69420  Syri (Lestijärvi)",...,...,...,...,...
"69440  Lestijärvi Keskus (Lestijärvi)",97,100,92,86,81
"69450  Yli-Lesti (Lestijärvi)",32,31,30,29,29
"69510  Halsua Keskus-Marjusaari (Halsua)",135,138,133,131,142
"69550  Kanala (Halsua)",18,14,14,16,14
"69570  Karvonen (Halsua)",41,46,43,42,38
"69600  Kaustinen Keskus (Kaustinen)",603,621,644,655,664
"69660  Köyhäjoki (Kaustinen)",18,20,19,20,19
"69700  Veteli Keskus (Veteli)",233,240,256,258,259
"69730  Tunkkari (Veteli)",60,62,64,67,61
"69750  Sillanpää (Veteli)",29,25,23,21,22
"69820  Räyrinki (Veteli)",108,104,108,103,98
"69830  Pulkkinen (Veteli)",36,34,40,39,38
"69850  Patana (Veteli)",26,23,25,28,28
"69910  Kivikangas (Perho)",...,...,...,...,...
"69920  Oksakoski-Kivikangas (Perho)",55,55,57,55,59
"69950  Perho Keskus-Salamajärvi (Perho)",213,220,223,214,224
"69970  Salamajärvi (Perho)",...,...,...,...,...
"69980  Möttönen (Perho)",71,71,69,69,75
"70100  Kuopio Keskus (Kuopio)",4985,5021,5123,5243,5250
"70110  Etu-Niirala (Kuopio)",1974,2096,2202,2398,2414
"70150  Neulamäki (Kuopio)",1741,1730,1701,1641,1632
"70200  Puijonlaakso (Kuopio)",2575,2816,2973,3075,3125
"70210  Kuopion Keskussairaala-alue (Kuopio)",0,0,...,...,...
"70240  Niuvaniemen Sairaala-alue (Kuopio)",25,29,25,26,26
"70260  Julkula (Kuopio)",355,423,447,474,473
"70280  Länsi-Puijo (Kuopio)",483,491,491,492,487
"70300  Linnanpelto (Kuopio)",289,331,397,378,400
"70340  Inkilänmäki (Kuopio)",1130,1149,1194,1201,1195
"70400  Kettulanlahti (Kuopio)",67,69,71,76,80
"70420  Päiväranta (Kuopio)",452,476,505,516,516
"70460  Saarijärvi (Kuopio)",1129,1143,1124,1148,1154
"70500  Männistö (Kuopio)",2847,2872,2933,2977,3024
"70600  Niirala-Huuhanmäki (Kuopio)",999,1024,1040,1028,1059
"70620  Haapaniemi (Kuopio)",691,705,698,681,702
"70700  Särkiniemi (Kuopio)",925,975,976,1005,985
"70780  Jynkkä (Kuopio)",865,885,896,921,891
"70800  Pitkälahti (Kuopio)",404,411,427,423,441
"70820  Litmanen (Kuopio)",2519,2625,2668,2709,2704
"70840  Jynkänmäki (Kuopio)",1261,1346,1476,1482,1532
"70870  Hiltulanlahti (Kuopio)",168,175,174,172,180
"70900  Toivala (Siilinjärvi)",204,216,234,232,232
"70910  Vuorela (Siilinjärvi)",586,596,610,603,666
"70940  Jännevirta (Kuopio)",48,54,51,52,48
"71130  Kortejoki (Kuopio)",44,44,53,53,59
"71150  Vartiala (Kuopio)",73,75,71,76,82
"71160  Riistavesi (Kuopio)",262,266,259,253,256
"71170  Laukka-aho (Tuusniemi)",11,8,10,11,11
"71200  Tuusniemi Keskus (Tuusniemi)",444,448,446,440,442
"71210  Tuusjärvi (Tuusniemi)",33,36,33,31,34
"71240  Paakkila (Tuusniemi)",47,48,48,51,50
"71260  Juurikkamäki (Tuusniemi)",29,31,31,37,34
"71280  Kosula (Tuusniemi)",54,54,58,54,54
"71310  Vehmersalmi Keskus (Kuopio)",277,278,270,276,263
"71330  Räsälä (Kuopio)",39,35,33,45,44
"71360  Litmaniemi (Kuopio)",31,29,27,26,24
"71380  Mustinlahti (Kuopio)",26,23,24,24,24
"71460  Paukarlahti (Leppävirta)",47,50,45,42,44
"71470  Oravikoski (Leppävirta)",78,83,86,84,79
"71480  Kurkimäki (Kuopio)",68,73,67,74,77
"71490  Airaksela (Kuopio)",36,32,27,31,34
"71520  Kaislastenlahti (Kuopio)",103,103,99,99,92
"71570  Syvänniemi (Kuopio)",103,106,111,107,107
"71610  Salonkulma (Kuopio)",...,...,...,...,...
"71640  Talluskylä (Tervo)",49,48,52,46,48
"71650  Hirvilahti-Salonkulma (Kuopio)",60,62,64,63,60
"71660  Leinolanlahti (Kuopio)",18,16,15,20,22
"71670  Kurolanlahti (Kuopio)",17,18,16,18,15
"71680  Pulkonkoski-Saarinen (Kuopio)",35,38,38,40,38
"71690  Varpasmaa (Kuopio)",...,...,...,...,...
"71720  Käärmelahti (Kuopio)",38,44,38,38,39
"71730  Kinnulanlahti (Kuopio)",67,69,69,65,67
"71740  Tavinsalmi (Kuopio)",18,14,18,17,17
"71745  Haatala (Kuopio)",...,...,...,...,...
"71750  Maaninka Keskus (Kuopio)",270,274,280,281,280
"71760  Ahkionlahti-Vianta (Kuopio)",42,43,41,45,39
"71775  Tuovilanlahti-Haatala (Kuopio)",65,64,72,68,64
"71800  Siilinjärvi Keskus (Siilinjärvi)",1970,1995,2027,2087,2044
"71820  Pöljä (Siilinjärvi)",53,55,55,61,67
"71840  Kuuslahti (Siilinjärvi)",37,38,37,45,45
"71850  Leppäkaarre (Siilinjärvi)",379,384,373,384,381
"71870  Harjamäki (Siilinjärvi)",58,53,56,63,64
"71890  Hamula (Siilinjärvi)",66,66,77,65,74
"71910  Alapitkä (Lapinlahti)",142,137,146,147,143
"71920  Pajujärvi (Lapinlahti)",45,47,50,46,49
"71950  Lammasaho (Kuopio)",15,16,13,13,11
"71960  Lukkarila (Lapinlahti)",41,37,36,37,37
"72100  Karttula Keskus (Kuopio)",385,369,374,379,387
"72140  Itä-Karttula-Riuttasenpää (Kuopio)",...,...,...,...,...
"72210  Tervo Keskus-Eliaksela (Tervo)",291,285,283,302,291
"72220  Eliaksela (Tervo)",...,...,...,...,...
"72300  Vesanto Keskus (Vesanto)",349,348,346,336,331
"72310  Niinivesi (Vesanto)",44,46,43,46,47
"72330  Tiitilänkylä (Vesanto)",13,13,12,11,13
"72350  Pienola (Vesanto)",62,66,61,62,61
"72360  Närhilä (Vesanto)",26,26,23,23,23
"72380  Horontaipale (Vesanto)",23,26,27,27,24
"72400  Pielavesi Keskus-Jylänki (Pielavesi)",701,729,709,717,729
"72430  Kumpula (Pielavesi)",32,29,29,32,33
"72490  Saarinen (Kuopio)",...,...,...,...,...
"72510  Jokijärvi (Pielavesi)",24,27,26,29,28
"72530  Säviäntaipale (Pielavesi)",29,26,28,30,31
"72550  Säviä (Pielavesi)",47,47,46,45,44
"72570  Vuorikylä (Pielavesi)",13,14,14,12,13
"72600  Keitele Keskus (Keitele)",430,435,438,435,436
"72630  Kuusela-Rajala (Keitele)",8,8,9,12,12
"72710  Vaaraslahti (Pielavesi)",45,49,54,53,53
"72740  Laukkala (Pielavesi)",33,33,36,35,33
"72810  Jylhänkylä (Pielavesi)",16,17,12,12,15
"72840  Saarela (Pielavesi)",15,17,16,16,17
"72930  Tossavanlahti (Keitele)",26,24,25,24,22
"72950  Porttila (Keitele)",15,16,13,14,12
"72980  Petäjäkylä (Keitele)",15,14,15,18,16
"73100  Lapinlahti Keskus (Lapinlahti)",1118,1135,1153,1160,1144
"73110  Mäntylahti-Karvasalmi (Lapinlahti)",41,40,43,41,40
"73120  Nerkoo-Horsmanmäki (Lapinlahti)",49,43,46,49,50
"73200  Varpaisjärvi Keskus (Lapinlahti)",478,471,447,431,454
"73230  Syvärinpää (Lapinlahti)",42,38,39,35,34
"73250  Korpijärvi (Lapinlahti)",44,40,40,42,44
"73300  Nilsiä Keskus (Kuopio)",830,827,849,859,879
"73310  Tahkovuori (Kuopio)",18,15,19,19,18
"73320  Reittiö (Kuopio)",164,159,156,168,170
"73350  Haluna (Kuopio)",53,54,65,61,65
"73360  Pajulahti (Kuopio)",55,57,63,62,64
"73410  Pieksänkoski (Kuopio)",46,43,38,31,31
"73460  Muuruvesi (Kuopio)",167,166,166,158,156
"73470  Västinniemi (Kuopio)",39,37,35,35,33
"73500  Juankoski Keskus (Kuopio)",667,680,659,660,645
"73600  Kaavi Keskus (Kaavi)",523,552,539,521,531
"73620  Kortteinen-Rasilampi (Kaavi)",35,39,40,41,42
"73640  Sivakkavaara (Kaavi)",27,26,24,22,21
"73645  Niinivaara-Onnivaara (Kaavi)",13,11,11,14,14
"73670  Luikonlahti (Kaavi)",93,91,88,88,80
"73710  Viitaniemi (Kuopio)",24,23,25,25,25
"73730  Losomäki (Kuopio)",22,23,21,23,18
"73770  Säyneinen-Ala-Siikajärvi (Kuopio)",91,84,90,100,92
"73810  Palonurmi-Aholansaari (Kuopio)",59,58,56,53,50
"73830  Keski-Siikajärvi (Kuopio)",37,38,44,41,39
"73850  Ala-Luosta-Riitasalo (Rautavaara)",18,21,19,15,12
"73900  Rautavaara Keskus (Rautavaara)",353,353,337,312,324
"73970  Riitasalo (Rautavaara)",...,...,...,...,...
"73990  Kangaslahti (Rautavaara)",16,18,16,16,17
"74100  Iisalmi Keskus, Eteläinen (Iisalmi)",1674,1725,1727,1744,1767
"74120  Iisalmi Keskus Pohjoinen (Iisalmi)",1615,1649,1646,1643,1662
"74130  Kihmula (Iisalmi)",1018,1026,983,1008,992
"74140  Ritoniemi (Iisalmi)",126,129,130,130,133
"74150  Laidunmäki (Iisalmi)",113,112,119,117,116
"74160  Koljonvirta (Iisalmi)",91,94,82,89,96
"74170  Soinlahti (Iisalmi)",92,88,90,92,93
"74200  Vieremä Keskus (Vieremä)",498,515,527,531,542
"74230  Salahmi (Vieremä)",39,49,50,51,50
"74240  Marttisenjärvi (Vieremä)",24,24,24,22,23
"74250  Nissilä (Vieremä)",17,20,23,22,20
"74270  Kauppilanmäki (Vieremä)",55,47,46,50,50
"74300  Sonkajärvi Keskus (Sonkajärvi)",572,571,557,560,550
"74340  Sukeva-Kainuunmäki (Sonkajärvi)",158,159,171,174,173
"74345  Kalliosuo (Sonkajärvi)",18,21,20,17,22
"74360  Sonkakoski (Sonkajärvi)",29,26,25,23,24
"74380  Jyrkkä (Sonkajärvi)",16,16,20,19,22
"74390  Laakajärvi (Sotkamo)",16,18,...,...,...
"74420  Hernejärvi (Sonkajärvi)",39,39,39,40,40
"74470  Paloinen (Lapinlahti)",28,25,26,25,25
"74490  Koirakoski (Sonkajärvi)",22,23,23,23,22
"74510  Peltosalmi-Sourunsalo (Iisalmi)",161,156,163,151,151
"74520  Kirmanranta (Iisalmi)",53,63,63,62,66
"74540  Kotikylä (Iisalmi)",19,18,21,22,23
"74550  Pörsänmäki (Iisalmi)",41,39,44,40,37
"74590  Kurenpolvi (Vieremä)",31,35,32,30,31
"74595  Runni (Iisalmi)",93,92,88,93,87
"74610  Honkaranta (Kiuruvesi)",22,25,26,27,29
"74630  Heinäkylä (Kiuruvesi)",24,28,27,26,26
"74640  Sulkavanjärvi (Kiuruvesi)",26,22,24,24,23
"74670  Rapakkojoki (Kiuruvesi)",22,23,22,21,19
"74680  Myllyniemi (Kiuruvesi)",48,50,52,49,49
"74700  Kiuruvesi Keskus (Kiuruvesi)",1527,1530,1528,1508,1525
"74720  Niemiskylä (Kiuruvesi)",30,30,30,30,28
"74740  Aittojärvi (Kiuruvesi)",59,58,60,58,52
"74770  Kalliokylä (Kiuruvesi)",...,...,...,...,...
"74840  Koppeloharju (Kiuruvesi)",39,40,38,38,40
"74940  Remeskylä-Tihilänkangas (Kiuruvesi)",21,20,19,18,20
"74980  Tihilänkangas (Kiuruvesi)",...,...,...,...,...
"75500  Nurmes Keskus (Nurmes)",1000,994,1001,981,973
"75530  Porokylä (Nurmes)",828,847,853,845,857
"75650  Savikylä (Nurmes)",80,77,72,68,67
"75680  Ylä-Luosta (Rautavaara)",27,25,26,25,23
"75700  Valtimo Keskus (Nurmes)",386,387,388,382,379
"75710  Karhunpää (Nurmes)",43,42,40,37,35
"75740  Pajukoski (Nurmes)",14,15,13,12,15
"75770  Puukari (Nurmes)",38,40,41,36,34
"75790  Rumo (Nurmes)",18,19,19,18,17
"75840  Ylä-Valtimo (Nurmes)",31,27,25,24,27
"75890  Saramo-Petäiskylä-Mujejärvi (Nurmes)",5,9,...,...,...
"75930  Petäiskylä (Nurmes)",...,...,15,17,21
"75940  Mujejärvi (Nurmes)",...,...,...,...,...
"75970  Kohtavaara (Nurmes)",17,18,19,15,17
"75990  Höljäkkä (Nurmes)",27,26,29,30,26
"76100  Pieksämäki Keskus (Pieksämäki)",1920,1946,1961,1963,1963
"76120  Kontiopuisto (Pieksämäki)",468,481,465,465,456
"76130  Pappilanmäki (Pieksämäki)",181,184,188,195,186
"76150  Länsirinne (Pieksämäki)",882,887,912,906,929
"76280  Partaharju (Pieksämäki)",10,14,12,10,17
"76620  Pyhitty (Pieksämäki)",29,30,32,29,26
"76780  Lamminmäki (Pieksämäki)",14,13,14,16,15
"76850  Naarajärvi (Pieksämäki)",479,496,512,501,509
"76940  Nenonpelto (Pieksämäki)",39,32,30,25,31
"77110  Paltanen (Pieksämäki)",24,24,22,20,16
"77120  Venetmäki (Pieksämäki)",37,38,39,38,39
"77140  Huumala (Pieksämäki)",18,18,20,19,15
"77220  Neuvola (Pieksämäki)",25,25,27,22,21
"77240  Halkokumpu (Pieksämäki)",25,25,28,31,34
"77320  Hurskaala (Pieksämäki)",14,17,16,18,17
"77330  Virtasalmi Keskus (Pieksämäki)",144,139,135,138,129
"77350  Montola (Pieksämäki)",45,41,41,46,42
"77380  Kantala (Mikkeli)",27,24,22,23,24
"77430  Siikamäki (Pieksämäki)",42,43,49,51,55
"77460  Maavesi (Joroinen)",57,57,59,58,62
"77480  Savuniemi (Joroinen)",...,...,...,...,...
"77520  Haapakoski-Partaharju (Pieksämäki)",32,31,32,33,32
"77570  Jäppilä Keskus (Pieksämäki)",129,141,144,143,137
"77580  Tihusniemi (Pieksämäki)",30,31,27,27,26
"77600  Suonenjoki Keskus (Suonenjoki)",1587,1586,1574,1579,1569
"77630  Lempyy (Suonenjoki)",33,29,27,30,27
"77690  Suontee (Suonenjoki)",22,24,23,23,24
"77700  Rautalampi Keskus (Rautalampi)",605,598,613,615,602
"77770  Myhinpää (Rautalampi)",24,27,27,27,25
"77800  Iisvesi (Suonenjoki)",132,139,136,137,131
"77910  Vaajasalmi (Rautalampi)",18,18,20,17,19
"77930  Kerkonjoensuu (Rautalampi)",72,74,79,80,84
"77960  Pakarila (Rautalampi)",...,...,...,...,...
"78200  Varkaus Keskus (Varkaus)",2057,2008,2016,2052,2058
"78210  Kuoppakangas (Varkaus)",321,330,325,310,323
"78250  Päiviönsaari (Varkaus)",432,416,408,423,429
"78300  Kommila (Varkaus)",748,733,740,728,738
"78310  Puurtila (Varkaus)",169,170,180,175,167
"78400  Luttila (Varkaus)",207,211,205,210,213
"78480  Timola (Leppävirta)",44,49,49,49,45
"78500  Pitkälänniemi-Könönpelto (Varkaus)",354,341,350,367,366
"78610  Kurola (Varkaus)",28,28,32,29,31
"78710  Akonlahti (Varkaus)",73,69,81,88,87
"78850  Käpykangas (Varkaus)",591,600,599,626,635
"78870  Kaura-Aho (Varkaus)",524,530,538,530,531
"78880  Kuvansi (Joroinen)",190,201,207,209,205
"78900  Ruokokoski (Varkaus)",31,30,31,38,40
"79100  Leppävirta Keskus (Leppävirta)",1323,1368,1367,1363,1358
