"12f6 -- 8. Main type of activity, 2010-2024"

"Postal code area","2020 Unemployed (PT)","2021 Unemployed (PT)","2022 Unemployed (PT)","2023 Unemployed (PT)","2024 Unemployed (PT)"
"64260  Kaskinen (Kaskinen)",45,38,49,44,51
"64300  Lapväärtti (Kristinestad)",42,32,24,39,43
"64320  Dagsmark (Kristinestad)",13,5,11,13,6
"64350  Karijoki Keskus (Karijoki)",47,32,40,36,41
"64370  Myrkky (Karijoki)",7,3,9,4,6
"64440  Metsälä-Kallträsk (Kristinestad)",4,1,1,0,1
"64450  Kallträsk (Kristinestad)",2,1,1,4,2
"64460  Härkmeri (Kristinestad)",7,7,5,8,2
"64480  Skaftung (Kristinestad)",8,5,6,5,3
"64490  Siipyy (Kristinestad)",6,3,7,4,7
"64510  Nämpnäs (Närpes)",10,4,9,11,4
"64530  Norrnäs (Närpes)",5,6,5,5,5
"64550  Rangsby (Närpes)",5,3,10,5,6
"64610  Övermark (Närpes)",23,20,21,14,16
"64700  Teuva Keskus (Teuva)",131,92,119,128,146
"64720  Perälä (Teuva)",27,22,29,22,18
"64740  Horo (Teuva)",11,6,9,6,15
"64760  Peltola (Teuva)",15,9,10,18,11
"64770  Äystö (Teuva)",24,16,14,18,23
"64810  Vanhakylä (Isojoki)",3,2,3,2,2
"64820  Kärjenkoski (Isojoki)",5,5,4,5,3
"64830  Villamo (Isojoki)",3,3,2,1,0
"64840  Heikkilänjoki (Isojoki)",1,2,1,1,1
"64850  Möykky (Isojoki)",4,1,1,1,5
"64900  Isojoki Keskus (Isojoki)",29,31,34,31,33
"64930  Kodesjärvi (Isojoki)",5,8,5,4,4
"65100  Vaasa Keskus (Vaasa)",1188,745,651,821,885
"65130  Hietalahti (Vaasa)",0,0,0,0,0
"65170  Vaskiluoto (Vaasa)",11,5,2,3,2
"65200  Palosaari (Vaasa)",354,237,193,259,306
"65230  Vetokannas (Vaasa)",376,206,181,212,238
"65280  Gerby (Vaasa)",412,211,196,193,219
"65300  Asevelikylä (Vaasa)",282,118,99,131,129
"65320  Huutoniemi (Vaasa)",489,265,206,276,300
"65350  Suvilahti (Vaasa)",304,200,155,189,202
"65370  Ristinummi (Vaasa)",441,270,244,315,335
"65380  Vanha Vaasa (Vaasa)",262,156,136,170,185
"65410  Sundom (Vaasa)",100,42,42,39,37
"65450  Sulva (Korsholm)",66,38,33,31,24
"65460  Tölby-Rimal (Korsholm)",13,5,2,3,4
"65470  Rimal (Korsholm)",2,0,0,0,0
"65480  Vikby (Korsholm)",6,3,2,1,5
"65520  Helsingby (Korsholm)",54,34,20,42,37
"65610  Mustasaari Keskus (Korsholm)",252,123,109,139,131
"65630  Karperö (Korsholm)",56,19,14,17,18
"65650  Koskö (Korsholm)",14,5,7,7,10
"65710  Singsby (Korsholm)",13,6,11,15,14
"65730  Jungsund (Korsholm)",22,16,11,13,7
"65760  Iskmo (Korsholm)",6,4,3,3,4
"65800  Raippaluoto (Korsholm)",33,15,14,11,11
"65870  Björköby (Korsholm)",17,16,10,12,6
"65920  Norra Vallgrund-Söderudden (Korsholm)",19,10,7,7,7
"65930  Södra Vallgrund (Korsholm)",21,11,8,9,7
"65970  Söderudden (Korsholm)",13,4,2,2,5
"66100  Maalahti (Malax)",64,18,32,31,40
"66140  Övermalax (Malax)",48,28,33,45,30
"66160  Långåminne (Malax)",16,10,13,13,8
"66200  Korsnäs Keskus (Korsnäs)",38,29,26,25,32
"66210  Moikipää (Korsnäs)",21,10,13,11,8
"66220  Bergö (Malax)",13,8,8,7,6
"66230  Korsbäck (Korsnäs)",4,4,5,3,3
"66240  Petolahti (Malax)",36,22,22,26,27
"66260  Svarvar (Malax)",4,2,1,1,2
"66270  Pirttikylä-Sorvari (Närpes)",24,16,21,19,19
"66280  Taklax (Korsnäs)",13,8,14,13,15
"66290  Harrström (Korsnäs)",9,12,15,13,12
"66295  Töjby (Närpes)",9,9,25,10,11
"66300  Jurva Keskus (Kurikka)",94,66,51,80,69
"66320  Niemenkylä (Kurikka)",14,15,14,18,12
"66330  Hakko (Kurikka)",9,6,9,5,10
"66340  Sarvijoki (Kurikka)",16,11,13,14,12
"66350  Tainus (Kurikka)",7,2,5,4,2
"66360  Kesti (Kurikka)",18,18,12,10,17
"66370  Närvijoki (Kurikka)",14,11,15,12,6
"66400  Laihia Keskus (Laihia)",347,173,148,158,181
"66420  Ruto (Laihia)",19,11,10,7,9
"66430  Vedenoja (Vaasa)",13,7,4,4,8
"66440  Tervajoki (Isokyrö)",93,50,38,61,64
"66450  Jakkula (Laihia)",50,27,29,28,27
"66460  Haapala (Laihia)",21,11,10,11,14
"66470  Jukaja-Jokisalo (Laihia)",21,7,7,10,12
"66500  Vähäkyrö Keskus (Vaasa)",136,65,57,67,58
"66510  Merikaarto (Vaasa)",68,30,27,29,37
"66520  Veikkaala (Korsholm)",20,7,6,9,14
"66530  Koivulahti (Korsholm)",58,22,15,35,37
"66540  Petsmo (Korsholm)",25,10,8,12,9
"66550  Västerhankmo (Korsholm)",11,3,1,4,6
"66560  Österhankmo (Korsholm)",11,6,3,2,6
"66580  Kuni (Korsholm)",18,10,8,8,7
"66590  Vassor (Korsholm)",7,9,5,3,6
"66600  Vöyri Keskus (Vörå)",85,41,53,56,59
"66640  Maksamaa (Vörå)",31,16,23,18,31
"66660  Bertby (Vörå)",4,1,2,2,3
"66680  Kaurajärvi (Vörå)",2,1,0,0,0
"66710  Kaitsor (Vörå)",7,7,3,12,6
"66730  Oxkangar (Vörå)",4,3,4,2,2
"66800  Oravainen Keskus (Vörå)",21,19,20,24,23
"66810  Kimo (Vörå)",8,2,1,6,5
"66820  Komossa (Vörå)",3,2,5,4,3
"66830  Oravaisten Tehdas (Vörå)",20,13,17,17,18
"66840  Pensala (Nykarleby)",9,9,8,11,8
"66850  Jepua (Nykarleby)",21,15,16,23,25
"66900  Uusikaarlepyy Keskus (Nykarleby)",120,70,113,91,96
"66910  Soklot (Nykarleby)",15,5,9,10,11
"66930  Kovjoki (Nykarleby)",9,2,4,3,3
"66950  Munsala (Nykarleby)",23,9,11,9,11
"66970  Hirvlax (Nykarleby)",13,10,7,10,9
"66980  Monå (Nykarleby)",2,3,2,5,2
"66999  Kaukaluoto (Korsholm)",4,2,2,2,1
"67100  Kokkola Keskus (Kokkola)",640,526,541,599,635
"67200  Kiviniitty-Tullimäki (Kokkola)",250,216,200,247,239
"67300  Halkokari (Kokkola)",154,124,118,125,123
"67400  Rytimäki (Kokkola)",164,117,126,140,146
"67410  Vitsari (Kokkola)",22,21,24,23,27
"67500  Sokoja (Kokkola)",23,24,25,26,27
"67600  Linnusperä-Kaustari (Kokkola)",88,63,73,69,74
"67700  Kirkonmäki-Isokylä (Kokkola)",200,151,162,175,171
"67800  Koivuhaka (Kokkola)",267,227,238,267,252
"67900  Ykspihjala (Kokkola)",59,54,48,60,68
"68100  Himanka Keskus (Kalajoki)",107,74,67,100,82
"68150  Hillilä (Kalajoki)",3,3,6,8,7
"68210  Marinkainen (Kokkola)",36,20,21,25,24
"68220  Karhi (Kokkola)",7,1,2,0,2
"68230  Lohtaja Keskus (Kokkola)",54,37,37,46,52
"68240  Ala-Viirre (Kokkola)",12,10,9,11,12
"68300  Kälviä Keskus (Kokkola)",171,128,141,159,148
"68320  Ruotsalo (Kokkola)",29,20,23,31,23
"68370  Ullava Keskus (Kokkola)",16,15,13,21,10
"68380  Yli-Ullava (Kokkola)",14,11,9,11,10
"68390  Rahkonen (Kokkola)",4,3,2,4,1
"68410  Alaveteli (Kronoby)",38,30,41,31,31
"68500  Kruunupyy Keskus (Kronoby)",86,57,46,78,86
"68530  Lepplax (Pedersöre)",9,8,6,9,15
"68550  Öja (Kokkola)",29,24,21,24,29
"68555  Bosund (Larsmo)",15,8,12,11,8
"68560  Eugmo (Larsmo)",12,6,6,9,13
"68570  Luoto (Larsmo)",47,24,16,36,32
"68580  Furuholmen (Larsmo)",24,9,11,23,15
"68600  Pietarsaari Keskus (Jakobstad)",515,357,324,415,523
"68620  Skutnäs-Västermalm (Jakobstad)",232,117,131,186,223
"68630  Kyrkostrand (Jakobstad)",96,60,64,92,89
"68660  Östermalm-Björnholmen (Jakobstad)",122,94,105,121,173
"68690  Sundby (Pedersöre)",19,5,3,10,11
"68700  Teerijärvi (Kronoby)",50,31,57,56,50
"68750  Småbönders (Kronoby)",10,3,4,9,2
"68800  Kolppi (Pedersöre)",37,18,16,20,21
"68810  Ytteresse (Pedersöre)",34,9,10,16,15
"68820  Ähtävä (Pedersöre)",39,12,9,10,15
"68830  Bäckby (Pedersöre)",8,3,5,4,4
"68840  Nederlappfors (Pedersöre)",6,3,5,11,9
"68870  Edsevö (Pedersöre)",30,13,17,19,14
"68910  Pännäinen (Pedersöre)",57,23,15,25,30
"68920  Forsby (Pedersöre)",9,5,3,3,8
"68930  Purmo (Pedersöre)",20,8,5,5,8
"68940  Lillby (Pedersöre)",19,4,6,6,9
"68970  Överpurmo (Pedersöre)",7,1,3,7,9
"68999  Rita (Kokkola)",0,1,1,3,1
"69100  Kannus Keskus (Kannus)",228,156,155,205,201
"69150  Eskola (Kannus)",28,21,16,23,18
"69170  Yli-Kannus (Kannus)",9,8,6,6,4
"69300  Toholampi Keskus (Toholampi)",81,60,44,60,68
"69310  Laitala (Toholampi)",18,11,10,14,12
"69330  Määttälä (Toholampi)",5,1,2,2,7
"69340  Purontaka (Toholampi)",0,2,1,0,3
"69410  Sykäräinen (Toholampi)",16,7,11,13,8
"69420  Syri (Lestijärvi)",0,1,1,0,1
"69440  Lestijärvi Keskus (Lestijärvi)",19,13,11,7,13
"69450  Yli-Lesti (Lestijärvi)",7,6,5,6,1
"69510  Halsua Keskus-Marjusaari (Halsua)",34,22,29,29,23
"69550  Kanala (Halsua)",5,4,4,3,4
"69570  Karvonen (Halsua)",10,6,7,9,11
"69600  Kaustinen Keskus (Kaustinen)",140,138,157,191,149
"69660  Köyhäjoki (Kaustinen)",5,5,7,6,1
"69700  Veteli Keskus (Veteli)",52,42,38,47,38
"69730  Tunkkari (Veteli)",14,12,14,15,11
"69750  Sillanpää (Veteli)",8,2,7,5,5
"69820  Räyrinki (Veteli)",18,11,15,16,18
"69830  Pulkkinen (Veteli)",8,4,9,6,4
"69850  Patana (Veteli)",10,5,6,9,5
"69910  Kivikangas (Perho)",3,2,3,2,3
"69920  Oksakoski-Kivikangas (Perho)",12,12,11,12,17
"69950  Perho Keskus-Salamajärvi (Perho)",63,50,61,57,58
"69970  Salamajärvi (Perho)",...,...,...,...,...
"69980  Möttönen (Perho)",29,19,20,28,35
"70100  Kuopio Keskus (Kuopio)",707,564,530,625,688
"70110  Etu-Niirala (Kuopio)",256,226,227,259,291
"70150  Neulamäki (Kuopio)",441,384,383,460,487
"70200  Puijonlaakso (Kuopio)",345,283,265,345,387
"70210  Kuopion Keskussairaala-alue (Kuopio)",0,0,0,0,0
"70240  Niuvaniemen Sairaala-alue (Kuopio)",3,3,4,2,3
"70260  Julkula (Kuopio)",94,83,75,107,104
"70280  Länsi-Puijo (Kuopio)",154,121,128,152,156
"70300  Linnanpelto (Kuopio)",74,62,58,55,72
"70340  Inkilänmäki (Kuopio)",292,259,257,286,312
"70400  Kettulanlahti (Kuopio)",36,25,28,33,40
"70420  Päiväranta (Kuopio)",111,99,89,109,144
"70460  Saarijärvi (Kuopio)",286,258,258,309,369
"70500  Männistö (Kuopio)",581,476,495,578,615
"70600  Niirala-Huuhanmäki (Kuopio)",161,132,126,158,183
"70620  Haapaniemi (Kuopio)",131,101,101,110,132
"70700  Särkiniemi (Kuopio)",243,199,198,216,248
"70780  Jynkkä (Kuopio)",290,240,217,239,281
"70800  Pitkälahti (Kuopio)",174,147,144,175,203
"70820  Litmanen (Kuopio)",976,834,780,909,979
"70840  Jynkänmäki (Kuopio)",368,253,236,272,326
"70870  Hiltulanlahti (Kuopio)",90,68,70,86,76
"70900  Toivala (Siilinjärvi)",101,76,86,85,111
"70910  Vuorela (Siilinjärvi)",142,93,118,122,128
"70940  Jännevirta (Kuopio)",13,9,11,14,13
"71130  Kortejoki (Kuopio)",20,22,20,27,28
"71150  Vartiala (Kuopio)",31,22,26,29,36
"71160  Riistavesi (Kuopio)",81,55,53,67,83
"71170  Laukka-aho (Tuusniemi)",5,5,4,7,3
"71200  Tuusniemi Keskus (Tuusniemi)",87,72,56,55,54
"71210  Tuusjärvi (Tuusniemi)",12,9,13,13,9
"71240  Paakkila (Tuusniemi)",11,6,8,8,11
"71260  Juurikkamäki (Tuusniemi)",8,11,8,6,4
"71280  Kosula (Tuusniemi)",15,18,19,21,17
"71310  Vehmersalmi Keskus (Kuopio)",71,54,59,66,69
"71330  Räsälä (Kuopio)",26,21,25,18,17
"71360  Litmaniemi (Kuopio)",12,8,10,6,6
"71380  Mustinlahti (Kuopio)",11,12,10,12,8
"71460  Paukarlahti (Leppävirta)",28,24,23,23,29
"71470  Oravikoski (Leppävirta)",28,14,18,22,26
"71480  Kurkimäki (Kuopio)",40,25,29,33,26
"71490  Airaksela (Kuopio)",10,3,7,10,14
"71520  Kaislastenlahti (Kuopio)",53,36,26,40,55
"71570  Syvänniemi (Kuopio)",62,48,44,49,59
"71610  Salonkulma (Kuopio)",...,...,...,...,...
"71640  Talluskylä (Tervo)",9,6,6,8,10
"71650  Hirvilahti-Salonkulma (Kuopio)",31,18,22,23,17
"71660  Leinolanlahti (Kuopio)",6,3,5,6,8
"71670  Kurolanlahti (Kuopio)",5,4,3,3,4
"71680  Pulkonkoski-Saarinen (Kuopio)",15,7,6,8,13
"71690  Varpasmaa (Kuopio)",...,...,...,...,...
"71720  Käärmelahti (Kuopio)",22,15,16,16,21
"71730  Kinnulanlahti (Kuopio)",27,25,26,23,29
"71740  Tavinsalmi (Kuopio)",5,6,5,4,4
"71745  Haatala (Kuopio)",0,0,1,2,2
"71750  Maaninka Keskus (Kuopio)",56,48,47,51,64
"71760  Ahkionlahti-Vianta (Kuopio)",17,12,19,16,7
"71775  Tuovilanlahti-Haatala (Kuopio)",17,20,20,17,14
"71800  Siilinjärvi Keskus (Siilinjärvi)",471,348,357,487,519
"71820  Pöljä (Siilinjärvi)",36,24,34,35,38
"71840  Kuuslahti (Siilinjärvi)",24,10,9,20,19
"71850  Leppäkaarre (Siilinjärvi)",109,86,72,100,106
"71870  Harjamäki (Siilinjärvi)",26,13,15,14,16
"71890  Hamula (Siilinjärvi)",35,18,16,19,20
"71910  Alapitkä (Lapinlahti)",44,32,27,34,40
"71920  Pajujärvi (Lapinlahti)",25,20,19,13,20
"71950  Lammasaho (Kuopio)",3,1,1,3,3
"71960  Lukkarila (Lapinlahti)",13,6,10,11,9
"72100  Karttula Keskus (Kuopio)",104,91,83,82,82
"72140  Itä-Karttula-Riuttasenpää (Kuopio)",2,3,1,...,...
"72210  Tervo Keskus-Eliaksela (Tervo)",55,49,53,56,53
"72220  Eliaksela (Tervo)",5,4,3,4,2
"72300  Vesanto Keskus (Vesanto)",57,54,54,50,64
"72310  Niinivesi (Vesanto)",13,8,6,8,6
"72330  Tiitilänkylä (Vesanto)",5,4,1,1,1
"72350  Pienola (Vesanto)",7,3,3,10,12
"72360  Närhilä (Vesanto)",4,3,2,3,5
"72380  Horontaipale (Vesanto)",5,6,8,5,7
"72400  Pielavesi Keskus-Jylänki (Pielavesi)",95,89,80,95,100
"72430  Kumpula (Pielavesi)",14,11,4,10,10
"72490  Saarinen (Kuopio)",...,...,...,...,...
"72510  Jokijärvi (Pielavesi)",11,9,7,7,6
"72530  Säviäntaipale (Pielavesi)",11,8,7,10,9
"72550  Säviä (Pielavesi)",5,5,5,6,7
"72570  Vuorikylä (Pielavesi)",3,4,7,7,6
"72600  Keitele Keskus (Keitele)",73,67,54,61,76
"72630  Kuusela-Rajala (Keitele)",7,4,3,6,4
"72710  Vaaraslahti (Pielavesi)",22,11,13,14,14
"72740  Laukkala (Pielavesi)",4,2,1,2,2
"72810  Jylhänkylä (Pielavesi)",4,3,2,3,5
"72840  Saarela (Pielavesi)",8,6,4,5,3
"72930  Tossavanlahti (Keitele)",4,3,2,1,5
"72950  Porttila (Keitele)",6,2,5,4,4
"72980  Petäjäkylä (Keitele)",2,2,3,2,2
"73100  Lapinlahti Keskus (Lapinlahti)",263,236,203,239,229
"73110  Mäntylahti-Karvasalmi (Lapinlahti)",11,8,7,13,5
"73120  Nerkoo-Horsmanmäki (Lapinlahti)",26,18,24,23,22
"73200  Varpaisjärvi Keskus (Lapinlahti)",123,87,84,93,75
"73230  Syvärinpää (Lapinlahti)",24,12,14,21,10
"73250  Korpijärvi (Lapinlahti)",8,9,8,5,6
"73300  Nilsiä Keskus (Kuopio)",217,167,154,172,182
"73310  Tahkovuori (Kuopio)",8,3,5,3,2
"73320  Reittiö (Kuopio)",69,48,43,63,53
"73350  Haluna (Kuopio)",27,20,25,26,20
"73360  Pajulahti (Kuopio)",34,22,21,24,30
"73410  Pieksänkoski (Kuopio)",11,9,9,9,10
"73460  Muuruvesi (Kuopio)",50,40,37,36,27
"73470  Västinniemi (Kuopio)",27,15,12,14,16
"73500  Juankoski Keskus (Kuopio)",273,149,132,137,138
"73600  Kaavi Keskus (Kaavi)",111,88,97,111,94
"73620  Kortteinen-Rasilampi (Kaavi)",20,14,16,19,17
"73640  Sivakkavaara (Kaavi)",5,4,2,2,5
"73645  Niinivaara-Onnivaara (Kaavi)",5,4,4,5,4
"73670  Luikonlahti (Kaavi)",32,13,18,28,27
"73710  Viitaniemi (Kuopio)",13,4,3,2,4
"73730  Losomäki (Kuopio)",8,2,1,3,6
"73770  Säyneinen-Ala-Siikajärvi (Kuopio)",37,20,19,22,19
"73810  Palonurmi-Aholansaari (Kuopio)",18,14,14,15,18
"73830  Keski-Siikajärvi (Kuopio)",12,7,8,5,7
"73850  Ala-Luosta-Riitasalo (Rautavaara)",2,1,2,1,2
"73900  Rautavaara Keskus (Rautavaara)",59,50,45,42,60
"73970  Riitasalo (Rautavaara)",...,...,...,...,...
"73990  Kangaslahti (Rautavaara)",7,8,9,7,8
"74100  Iisalmi Keskus, Eteläinen (Iisalmi)",305,211,200,258,256
"74120  Iisalmi Keskus Pohjoinen (Iisalmi)",478,340,324,357,401
"74130  Kihmula (Iisalmi)",383,283,287,316,316
"74140  Ritoniemi (Iisalmi)",76,42,51,55,50
"74150  Laidunmäki (Iisalmi)",57,43,47,44,45
"74160  Koljonvirta (Iisalmi)",53,39,36,34,43
"74170  Soinlahti (Iisalmi)",47,33,28,25,29
"74200  Vieremä Keskus (Vieremä)",145,88,88,97,126
"74230  Salahmi (Vieremä)",18,16,11,13,13
"74240  Marttisenjärvi (Vieremä)",20,8,3,5,9
"74250  Nissilä (Vieremä)",11,6,3,6,7
"74270  Kauppilanmäki (Vieremä)",18,21,14,9,10
"74300  Sonkajärvi Keskus (Sonkajärvi)",152,127,113,125,129
"74340  Sukeva-Kainuunmäki (Sonkajärvi)",42,30,28,28,33
"74345  Kalliosuo (Sonkajärvi)",10,7,7,7,9
"74360  Sonkakoski (Sonkajärvi)",9,3,5,4,3
"74380  Jyrkkä (Sonkajärvi)",12,9,6,7,5
"74390  Laakajärvi (Sotkamo)",1,2,0,3,2
"74420  Hernejärvi (Sonkajärvi)",17,16,12,13,13
"74470  Paloinen (Lapinlahti)",12,9,9,10,8
"74490  Koirakoski (Sonkajärvi)",3,4,4,4,5
"74510  Peltosalmi-Sourunsalo (Iisalmi)",59,45,40,40,50
"74520  Kirmanranta (Iisalmi)",27,19,19,24,18
"74540  Kotikylä (Iisalmi)",10,5,4,5,8
"74550  Pörsänmäki (Iisalmi)",10,10,15,18,14
"74590  Kurenpolvi (Vieremä)",21,11,7,8,10
"74595  Runni (Iisalmi)",45,32,27,34,29
"74610  Honkaranta (Kiuruvesi)",14,5,6,8,9
"74630  Heinäkylä (Kiuruvesi)",19,9,10,10,7
"74640  Sulkavanjärvi (Kiuruvesi)",6,1,5,3,3
"74670  Rapakkojoki (Kiuruvesi)",3,2,4,4,6
"74680  Myllyniemi (Kiuruvesi)",28,9,16,16,22
"74700  Kiuruvesi Keskus (Kiuruvesi)",394,285,291,296,301
"74720  Niemiskylä (Kiuruvesi)",16,13,9,8,7
"74740  Aittojärvi (Kiuruvesi)",20,8,11,10,12
"74770  Kalliokylä (Kiuruvesi)",4,2,2,3,1
"74840  Koppeloharju (Kiuruvesi)",20,14,9,13,12
"74940  Remeskylä-Tihilänkangas (Kiuruvesi)",10,6,3,3,3
"74980  Tihilänkangas (Kiuruvesi)",2,1,...,4,3
"75500  Nurmes Keskus (Nurmes)",284,219,203,229,247
"75530  Porokylä (Nurmes)",158,128,117,143,159
"75650  Savikylä (Nurmes)",44,29,23,21,18
"75680  Ylä-Luosta (Rautavaara)",7,4,3,4,2
"75700  Valtimo Keskus (Nurmes)",83,71,68,69,78
"75710  Karhunpää (Nurmes)",9,8,6,14,9
"75740  Pajukoski (Nurmes)",5,4,4,9,8
"75770  Puukari (Nurmes)",17,10,15,13,13
"75790  Rumo (Nurmes)",9,10,9,10,11
"75840  Ylä-Valtimo (Nurmes)",10,10,9,9,10
"75890  Saramo-Petäiskylä-Mujejärvi (Nurmes)",3,3,3,4,5
"75930  Petäiskylä (Nurmes)",4,7,5,3,3
"75940  Mujejärvi (Nurmes)",...,...,...,...,...
"75970  Kohtavaara (Nurmes)",4,5,4,3,3
"75990  Höljäkkä (Nurmes)",9,8,5,6,6
"76100  Pieksämäki Keskus (Pieksämäki)",278,227,218,250,293
"76120  Kontiopuisto (Pieksämäki)",93,66,70,60,83
"76130  Pappilanmäki (Pieksämäki)",41,26,23,24,38
"76150  Länsirinne (Pieksämäki)",147,124,101,122,151
"76280  Partaharju (Pieksämäki)",7,5,4,5,4
"76620  Pyhitty (Pieksämäki)",12,12,5,10,9
"76780  Lamminmäki (Pieksämäki)",5,4,4,1,2
"76850  Naarajärvi (Pieksämäki)",101,89,76,80,106
"76940  Nenonpelto (Pieksämäki)",5,1,2,1,4
"77110  Paltanen (Pieksämäki)",4,4,4,6,6
"77120  Venetmäki (Pieksämäki)",7,6,7,6,5
"77140  Huumala (Pieksämäki)",2,3,3,3,6
"77220  Neuvola (Pieksämäki)",8,6,5,5,1
"77240  Halkokumpu (Pieksämäki)",4,4,4,4,2
"77320  Hurskaala (Pieksämäki)",0,0,0,1,2
"77330  Virtasalmi Keskus (Pieksämäki)",27,22,28,23,24
"77350  Montola (Pieksämäki)",13,7,7,10,5
"77380  Kantala (Mikkeli)",11,4,4,9,8
"77430  Siikamäki (Pieksämäki)",22,14,13,12,17
"77460  Maavesi (Joroinen)",9,12,11,14,19
"77480  Savuniemi (Joroinen)",0,0,0,0,0
"77520  Haapakoski-Partaharju (Pieksämäki)",8,8,9,9,8
"77570  Jäppilä Keskus (Pieksämäki)",35,29,25,36,37
"77580  Tihusniemi (Pieksämäki)",9,8,5,10,12
"77600  Suonenjoki Keskus (Suonenjoki)",275,199,217,249,237
"77630  Lempyy (Suonenjoki)",13,9,11,13,14
"77690  Suontee (Suonenjoki)",6,3,7,8,6
"77700  Rautalampi Keskus (Rautalampi)",105,88,104,106,95
"77770  Myhinpää (Rautalampi)",11,7,10,9,9
"77800  Iisvesi (Suonenjoki)",28,14,20,26,29
"77910  Vaajasalmi (Rautalampi)",5,3,3,5,5
"77930  Kerkonjoensuu (Rautalampi)",16,12,15,12,15
"77960  Pakarila (Rautalampi)",...,...,...,...,...
"78200  Varkaus Keskus (Varkaus)",393,305,285,351,401
"78210  Kuoppakangas (Varkaus)",98,76,67,77,105
"78250  Päiviönsaari (Varkaus)",80,57,59,61,66
"78300  Kommila (Varkaus)",179,135,114,141,181
"78310  Puurtila (Varkaus)",67,49,36,45,42
"78400  Luttila (Varkaus)",76,64,63,64,62
"78480  Timola (Leppävirta)",24,15,12,17,15
"78500  Pitkälänniemi-Könönpelto (Varkaus)",139,104,92,113,141
"78610  Kurola (Varkaus)",15,11,6,10,9
"78710  Akonlahti (Varkaus)",36,29,19,30,36
"78850  Käpykangas (Varkaus)",179,130,118,136,156
"78870  Kaura-Aho (Varkaus)",150,117,112,147,150
"78880  Kuvansi (Joroinen)",69,46,48,55,64
"78900  Ruokokoski (Varkaus)",18,19,14,13,14
"79100  Leppävirta Keskus (Leppävirta)",381,193,180,234,262
"79130  Sorsakoski (Leppävirta)",74,37,43,53,54
"79140  Kotalahti (Leppävirta)",12,12,11,13,12
"79150  Konnuslahti-Valkeamäki (Leppävirta)",27,14,10,14,18
"79160  Saamaiskylä (Leppävirta)",5,3,3,5,6
"79180  Tuppurinmäki (Leppävirta)",1,0,1,2,...
"79190  Valkeamäki (Leppävirta)",3,3,...,...,...
"79230  Moninmäki (Leppävirta)",4,2,3,3,2
"79255  Kurjala-Moninmäki (Leppävirta)",7,7,4,7,4
"79265  Puponmäki (Leppävirta)",9,5,9,6,6
"79330  Näädänmaa (Leppävirta)",11,8,9,9,7
"79350  Itä-Soisalo (Leppävirta)",5,4,6,0,1
"79410  Niinimäki (Leppävirta)",18,12,9,12,13
"79480  Kangaslampi Keskus (Varkaus)",25,19,13,19,28
"79520  Viljolahti (Varkaus)",8,6,5,2,2
"79600  Joroinen Keskus (Joroinen)",109,94,82,98,116
"79620  Huutokoski (Joroinen)",14,7,9,10,5
"79630  Kolma (Joroinen)",6,2,8,8,8
"79660  Kerisalo (Joroinen)",8,7,9,9,7
"79680  Lahnalahti (Joroinen)",4,4,4,5,5
"79690  Kaitainen (Joroinen)",9,4,5,4,3
"79700  Heinävesi Keskus (Heinävesi)",132,119,91,101,85
"79810  Karvion kanava (Heinävesi)",13,13,12,12,10
"79820  Varistaipale (Heinävesi)",5,6,6,6,6
"79830  Palokki (Heinävesi)",3,5,3,2,4
"79850  Uusi-Valamo (Heinävesi)",0,0,0,0,0
"79860  Suuraho - Uusi-Valamo (Heinävesi)",12,9,9,4,5
"79885  Etelä-Petruma (Heinävesi)",7,4,3,5,4
"79895  Sarvikumpu (Heinävesi)",12,8,4,6,7
"79910  Kerma (Heinävesi)",11,13,10,12,10
"79940  Vihtari-Poikiinaho (Heinävesi)",1,4,9,7,6
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",725,639,626,700,732
"80110  Joensuu Keskus Eteläinen (Joensuu)",338,254,245,261,312
"80130  Kanervala (Joensuu)",126,121,119,137,163
"80140  Noljakka (Joensuu)",779,682,633,709,768
"80160  Rantakylä-Latola (Joensuu)",985,800,795,869,934
"80170  Utra (Joensuu)",366,308,310,322,371
"80200  Niinivaara (Joensuu)",305,238,214,273,326
"80210  Sairaala-alue (Joensuu)",...,...,...,...,...
"80220  Penttilä (Joensuu)",287,250,257,301,315
"80230  Hukanhauta (Joensuu)",339,237,247,294,338
"80260  Kettuvaara (Joensuu)",439,332,345,378,370
"80330  Reijola (Joensuu)",137,115,101,115,118
"80400  Ylämylly (Liperi)",352,223,221,263,310
"80510  Onttola-Kunnasniemi (Kontiolahti)",69,59,61,60,68
"80710  Lehmo (Kontiolahti)",305,229,239,290,283
"80770  Kontiolahti as (Kontiolahti)",29,31,31,34,37
"80780  Kontioniemi (Kontiolahti)",14,12,7,17,25
"80790  Kontioranta-Kontioniemi (Kontiolahti)",10,10,9,9,7
"80850  Paihola (Kontiolahti)",54,32,39,47,43
"80910  Kulho (Kontiolahti)",70,43,44,49,56
"81100  Kontiolahti (Kontiolahti)",164,175,174,165,176
"81120  Katajaranta (Kontiolahti)",29,20,16,22,25
"81160  Romppala-Riihikangas (Kontiolahti)",25,16,17,21,25
"81200  Eno Keskus (Joensuu)",221,197,191,193,198
"81210  Louhioja (Joensuu)",15,10,15,15,18
"81220  Jakokoski (Kontiolahti)",44,35,35,27,36
"81230  Mönni (Kontiolahti)",12,14,11,15,15
"81235  Lehtoi (Kontiolahti)",22,18,11,13,10
